pc1,pc2,pc3,image_url,NickName
4.353967,-1.198783,-1.745035,https://i.ibb.co/HDzbjhF/animal-cat-0.jpg,1
4.290357,-1.268069,-1.503803,https://i.ibb.co/1TdtbNF/animal-cat-117.jpg,2
5.382025,-0.425211,-1.489957,https://i.ibb.co/zZm56FX/animal-cat-12.jpg,3
5.746268,-0.701481,-1.404894,https://i.ibb.co/g6RLhTS/animal-cat-158.jpg,4
5.56007,-0.52507,-1.623379,https://i.ibb.co/y8kqqfz/animal-cat-167.jpg,5
4.651521,-0.46348,-1.637062,https://i.ibb.co/ynfGjx4/animal-cat-198.jpg,6
5.067136,-0.912253,-1.531086,https://i.ibb.co/3zTyNCf/animal-cat-2.jpg,7
4.973874,-0.35193,-1.300137,https://i.ibb.co/jLHgNRG/animal-cat-202.jpg,8
6.020419,-0.074682,-1.493406,https://i.ibb.co/1q9FwZ7/animal-cat-204.jpg,9
5.283093,-0.721346,-1.637667,https://i.ibb.co/bFRdzRL/animal-cat-280.jpg,10
5.843339,-0.132757,-1.284425,https://i.ibb.co/c3yhRk4/animal-cat-299.jpg,11
5.371617,-1.302995,-1.62547,https://i.ibb.co/vDTt2yD/animal-cat-303.jpg,12
4.908403,-1.166782,-1.606625,https://i.ibb.co/dB5kxm9/animal-cat-33.jpg,13
5.824759,-0.481473,-1.563445,https://i.ibb.co/GTsqfnZ/animal-cat-334.jpg,14
5.358588,-0.248681,-1.535136,https://i.ibb.co/wc6VRQL/animal-cat-343.jpg,15
5.136273,-0.845759,-1.284379,https://i.ibb.co/v1Dgbn4/animal-cat-433.jpg,16
5.361486,-0.013364,-1.659932,https://i.ibb.co/PgWcX1f/animal-cat-471.jpg,17
5.618527,0.079312,-1.126426,https://i.ibb.co/RPMVdBK/animal-cat-5.jpg,18
5.126128,-1.061571,-1.482523,https://i.ibb.co/1dN6kCb/animal-cat-584.jpg,19
5.94187,-0.537385,-1.254076,https://i.ibb.co/jLV3dBg/animal-cat-612.jpg,20
4.749504,-0.632834,-1.453836,https://i.ibb.co/1nYMNtG/animal-cat-625.jpg,21
5.369368,-0.063489,-1.15635,https://i.ibb.co/7yT301T/animal-cat-632.jpg,22
5.161066,-1.647055,-1.569457,https://i.ibb.co/KD5Hc1h/animal-cat-692.jpg,23
5.749078,-0.452254,-1.537778,https://i.ibb.co/0qYpJ0Z/animal-cat-702.jpg,24
6.244391,-0.061762,-1.50772,https://i.ibb.co/fnWWQsr/animal-cat-709.jpg,25
5.239484,0.050347,-1.54144,https://i.ibb.co/0n0ZDBf/animal-cat-727.jpg,26
5.961121,0.080427,-1.464277,https://i.ibb.co/Njm1QZB/animal-cat-764.jpg,27
5.941485,-0.737746,-1.706619,https://i.ibb.co/5GM1Z5F/animal-cat-77.jpg,28
3.909255,-0.593497,-1.30013,https://i.ibb.co/grwd0j7/animal-cat-88.jpg,29
5.840669,0.024185,-1.229065,https://i.ibb.co/wr5t8Rx/animal-cat-902.jpg,30
4.510693,0.079996,1.556248,https://i.ibb.co/xs7JzLV/animal-dog-0.jpg,31
4.281746,-0.593576,1.487005,https://i.ibb.co/pKKGYW1/animal-dog-1.jpg,32
5.254897,-0.464127,1.919113,https://i.ibb.co/4ZFZnX2/animal-dog-114.jpg,33
4.115293,-0.555157,1.146204,https://i.ibb.co/2vCnpfC/animal-dog-163.jpg,34
4.924857,-0.144785,1.227005,https://i.ibb.co/TrQLsc4/animal-dog-173.jpg,35
3.773983,-0.867004,0.972055,https://i.ibb.co/nBrCvW3/animal-dog-197.jpg,36
4.490456,-0.691664,1.747101,https://i.ibb.co/pLqCC0y/animal-dog-2.jpg,37
5.258462,0.048887,1.520083,https://i.ibb.co/27gJ5PT/animal-dog-203.jpg,38
4.060962,-0.195952,1.988903,https://i.ibb.co/WPhr85s/animal-dog-213.jpg,39
5.040274,-0.220443,2.200867,https://i.ibb.co/p1WZkxw/animal-dog-243.jpg,40
3.159665,-1.092844,1.591523,https://i.ibb.co/CPnqmcp/animal-dog-354.jpg,41
4.897857,-0.491567,1.955275,https://i.ibb.co/G2hC8Zf/animal-dog-37.jpg,42
5.610879,0.038823,1.789987,https://i.ibb.co/JzgxPGV/animal-dog-371.jpg,43
3.934333,-0.158701,1.331734,https://i.ibb.co/k02p7Xw/animal-dog-4.jpg,44
5.50351,-0.184116,2.060327,https://i.ibb.co/hLmqB1G/animal-dog-480.jpg,45
5.282314,0.08639,1.948755,https://i.ibb.co/BC7xmPb/animal-dog-501.jpg,46
5.215059,-0.083715,1.453332,https://i.ibb.co/f4FhTp9/animal-dog-53.jpg,47
5.4743,-0.378704,1.982287,https://i.ibb.co/1bWX0wn/animal-dog-535.jpg,48
5.034189,-0.258794,1.412783,https://i.ibb.co/fH8984P/animal-dog-548.jpg,49
4.964396,0.389849,1.566769,https://i.ibb.co/RSJw8HN/animal-dog-56.jpg,50
5.477705,-0.950664,1.858712,https://i.ibb.co/dbLt5X8/animal-dog-589.jpg,51
5.899562,-0.256501,2.133087,https://i.ibb.co/mN8SJ9t/animal-dog-601.jpg,52
4.803421,-0.677042,1.245624,https://i.ibb.co/WfKHRRx/animal-dog-615.jpg,53
5.118568,-0.573524,1.748064,https://i.ibb.co/4Z8m53y/animal-dog-645.jpg,54
5.699786,0.056176,1.65865,https://i.ibb.co/dPQs75r/animal-dog-672.jpg,55
4.526043,-0.431748,1.189933,https://i.ibb.co/swT040f/animal-dog-687.jpg,56
3.83126,0.971395,1.60341,https://i.ibb.co/2j6rkj5/animal-dog-703.jpg,57
5.915753,-0.061445,1.869691,https://i.ibb.co/YWJn5F5/animal-dog-704.jpg,58
5.627146,0.248923,1.963144,https://i.ibb.co/hdWqySq/animal-dog-775.jpg,59
4.854349,-0.24714,1.731732,https://i.ibb.co/YcSvV4F/animal-dog-779.jpg,60
-3.130235,-4.784605,-2.021337,https://i.ibb.co/rsDDJGJ/entertainment-animation-121.jpg,61
-3.491701,-4.751085,-1.40849,https://i.ibb.co/ZHbzrWn/entertainment-animation-186.jpg,62
-4.058036,-5.118588,-1.758137,https://i.ibb.co/k8CjwSD/entertainment-animation-2.jpg,63
-4.188471,-4.570529,-1.784314,https://i.ibb.co/JFtH0Ps/entertainment-animation-259.jpg,64
-4.016091,-4.930398,-1.753747,https://i.ibb.co/XtNSq1f/entertainment-animation-3.jpg,65
-3.951564,-5.062014,-1.70068,https://i.ibb.co/CJHBkN4/entertainment-animation-306.jpg,66
-3.807918,-4.951348,-1.572477,https://i.ibb.co/QCWqS6m/entertainment-animation-324.jpg,67
-4.188182,-4.792953,-1.672669,https://i.ibb.co/3pH0z4h/entertainment-animation-326.jpg,68
-3.963221,-4.976889,-1.751349,https://i.ibb.co/tsg2Z2n/entertainment-animation-337.jpg,69
-4.133051,-4.945438,-1.830606,https://i.ibb.co/Brq0Hr0/entertainment-animation-351.jpg,70
-3.625211,-4.885845,-1.644363,https://i.ibb.co/3ykct9v/entertainment-animation-36.jpg,71
-4.070169,-4.720835,-1.849241,https://i.ibb.co/vHgz8B2/entertainment-animation-389.jpg,72
-3.893635,-4.745413,-1.684079,https://i.ibb.co/qM4QgbQ/entertainment-animation-4.jpg,73
-3.801471,-5.239851,-1.575767,https://i.ibb.co/BG52fTj/entertainment-animation-404.jpg,74
-3.727344,-5.130859,-1.707644,https://i.ibb.co/mTJG7g9/entertainment-animation-409.jpg,75
-3.421519,-4.710375,-1.465792,https://i.ibb.co/Cv2yWpD/entertainment-animation-41.jpg,76
-3.881234,-4.518637,-1.604498,https://i.ibb.co/P5M5VJD/entertainment-animation-440.jpg,77
-4.11017,-4.499685,-1.657439,https://i.ibb.co/3dw0tgr/entertainment-animation-447.jpg,78
-3.922547,-4.871579,-1.761303,https://i.ibb.co/1Jqkz3d/entertainment-animation-456.jpg,79
-3.72872,-5.081628,-1.90816,https://i.ibb.co/QQYnP7R/entertainment-animation-514.jpg,80
-3.359522,-4.779876,-1.477678,https://i.ibb.co/Fx20pYp/entertainment-animation-517.jpg,81
-4.111207,-5.043747,-1.849508,https://i.ibb.co/7NDk7g4/entertainment-animation-575.jpg,82
-3.804797,-5.290553,-1.813166,https://i.ibb.co/VtQzMB8/entertainment-animation-589.jpg,83
-3.630117,-4.560639,-2.082329,https://i.ibb.co/ZHj16kZ/entertainment-animation-590.jpg,84
-3.73542,-3.29794,-1.392858,https://i.ibb.co/nz7K3Wd/entertainment-animation-650.jpg,85
-4.034487,-4.153953,-1.731916,https://i.ibb.co/1s4p7ks/entertainment-animation-688.jpg,86
-3.729105,-4.91015,-1.737256,https://i.ibb.co/tbTKKjY/entertainment-animation-734.jpg,87
-3.870971,-4.792023,-1.657395,https://i.ibb.co/PQfg70P/entertainment-animation-791.jpg,88
-3.547902,-4.381162,-1.393083,https://i.ibb.co/9Z87DtH/entertainment-animation-792.jpg,89
-3.609119,-5.158672,-1.625747,https://i.ibb.co/V30vhVL/entertainment-animation-799.jpg,90
-3.588416,0.306806,2.627375,https://i.ibb.co/98YjgPz/entertainment-celeb-1015.jpg,91
-3.766484,-0.132284,2.608696,https://i.ibb.co/zP5Jqyk/entertainment-celeb-1061.jpg,92
-3.152246,-1.106254,2.186938,https://i.ibb.co/vHzptXW/entertainment-celeb-1099.jpg,93
-3.751025,-1.085221,2.148954,https://i.ibb.co/cL13yrp/entertainment-celeb-1154.jpg,94
-3.560288,-0.983813,2.397527,https://i.ibb.co/MZj3H9n/entertainment-celeb-1286.jpg,95
-3.537528,-0.856519,2.600118,https://i.ibb.co/gZCQ0Hw/entertainment-celeb-13.jpg,96
-4.047044,-0.892497,2.626964,https://i.ibb.co/jk2CbrV/entertainment-celeb-1374.jpg,97
-4.003074,-0.627947,2.815098,https://i.ibb.co/pJrTwg0/entertainment-celeb-1413.jpg,98
-4.002367,-0.560917,2.760647,https://i.ibb.co/5YWh35D/entertainment-celeb-1420.jpg,99
-4.011986,-0.813307,2.840055,https://i.ibb.co/Y87G9hg/entertainment-celeb-1431.jpg,100
-3.320955,-1.513252,2.3876,https://i.ibb.co/BtQ0sFz/entertainment-celeb-1499.jpg,101
-3.60287,-0.965987,2.41293,https://i.ibb.co/7GHRXZy/entertainment-celeb-1572.jpg,102
-4.006446,-0.490983,2.875861,https://i.ibb.co/fSwHs0h/entertainment-celeb-1706.jpg,103
-4.09803,-0.72304,2.899824,https://i.ibb.co/hXd6L65/entertainment-celeb-1708.jpg,104
-3.754611,-1.061702,2.815076,https://i.ibb.co/7pgL8N9/entertainment-celeb-172.jpg,105
-3.287989,-0.410169,2.665313,https://i.ibb.co/K2bVHX9/entertainment-celeb-1742.jpg,106
-3.898559,-0.394702,3.042281,https://i.ibb.co/Rvw3Vkf/entertainment-celeb-19.jpg,107
-3.937449,-0.398392,2.581058,https://i.ibb.co/tmmy1kM/entertainment-celeb-206.jpg,108
-3.181864,-1.714312,2.268883,https://i.ibb.co/pZqp0Wq/entertainment-celeb-237.jpg,109
-3.852332,-0.139189,2.730206,https://i.ibb.co/dghsznT/entertainment-celeb-290.jpg,110
-3.473297,-0.290483,2.528761,https://i.ibb.co/DRjQdW2/entertainment-celeb-308.jpg,111
-4.125519,-0.120598,3.032636,https://i.ibb.co/qjFfWJV/entertainment-celeb-407.jpg,112
-3.77772,-0.732082,2.693304,https://i.ibb.co/0mtQ0qg/entertainment-celeb-483.jpg,113
-3.597999,-0.770511,2.582401,https://i.ibb.co/z7b35C9/entertainment-celeb-510.jpg,114
-3.887153,-0.76168,2.988271,https://i.ibb.co/YDPdhsV/entertainment-celeb-539.jpg,115
-3.879675,0.060648,2.76574,https://i.ibb.co/yRCCp6Z/entertainment-celeb-6.jpg,116
-3.462323,-0.909477,2.508902,https://i.ibb.co/ZXLzpqs/entertainment-celeb-609.jpg,117
-3.833027,0.622216,2.157487,https://i.ibb.co/FxyBgRL/entertainment-celeb-667.jpg,118
-3.90015,-0.361845,2.867061,https://i.ibb.co/nRkz31L/entertainment-celeb-7.jpg,119
-3.744219,-0.996118,2.513603,https://i.ibb.co/FhWbVj1/entertainment-celeb-750.jpg,120
-2.989764,5.776281,-1.305909,https://i.ibb.co/K7S26R7/vehicle-car-110.jpg,121
-2.855223,6.585474,-1.128399,https://i.ibb.co/L8yPQcm/vehicle-car-124.jpg,122
-3.07258,6.269945,-1.236629,https://i.ibb.co/4gJXbDB/vehicle-car-136.jpg,123
-2.948697,6.604643,-1.324674,https://i.ibb.co/5rZc3Yq/vehicle-car-160.jpg,124
-3.045643,5.461639,-1.353334,https://i.ibb.co/Vq2SvS6/vehicle-car-161.jpg,125
-2.956841,6.149913,-1.083388,https://i.ibb.co/xjqdM9z/vehicle-car-180.jpg.jpg,126
-2.879343,6.335266,-1.398075,https://i.ibb.co/B3pJWs2/vehicle-car-2.jpg,127
-2.885912,5.969339,-0.979704,https://i.ibb.co/5L1CnHW/vehicle-car-20.jpg,128
-2.773733,6.424867,-1.449061,https://i.ibb.co/N6BSKX1/vehicle-car-207.jpg,129
-2.593276,6.904167,-0.968578,https://i.ibb.co/MfRhBxh/vehicle-car-217.jpg,130
-3.370642,6.496629,-1.09141,https://i.ibb.co/tZf8XYb/vehicle-car-22.jpg,131
-2.232396,4.916943,-1.16676,https://i.ibb.co/VHJKR7F/vehicle-car-271.jpg,132
-2.141706,5.00611,-1.042544,https://i.ibb.co/31Wq04N/vehicle-car-276.jpg,133
-3.256112,6.910283,-1.075397,https://i.ibb.co/4JmxSL2/vehicle-car-28.jpg,134
-1.79079,6.461317,-0.80207,https://i.ibb.co/PckzFd6/vehicle-car-314.jpg,135
-2.969702,5.386626,-1.362289,https://i.ibb.co/PZX0qCk/vehicle-car-4.jpg,136
-3.047372,6.867889,-1.014676,https://i.ibb.co/8MgLkWV/vehicle-car-425.jpg,137
-3.068333,6.275013,-1.192224,https://i.ibb.co/q0t0451/vehicle-car-5.jpg,138
-2.899146,6.496022,-0.917017,https://i.ibb.co/4N7NDWf/vehicle-car-515.jpg,139
-2.590368,5.879775,-0.5278,https://i.ibb.co/QDcjr1p/vehicle-car-550.jpg,140
-3.008076,6.390018,-1.035871,https://i.ibb.co/K2z2xG4/vehicle-car-601.jpg,141
-2.722937,6.223731,-1.060527,https://i.ibb.co/C9cnfhY/vehicle-car-611.jpg,142
-2.575432,6.567036,-1.106314,https://i.ibb.co/HXWK4Zb/vehicle-car-639.jpg,143
-1.887323,6.291992,-1.000708,https://i.ibb.co/rGKNhXZ/vehicle-car-655.jpg,144
-2.031808,6.800777,-1.043988,https://i.ibb.co/9wSrh14/vehicle-car-664.jpg,145
-1.859032,6.256476,-1.142731,https://i.ibb.co/svf9d1m/vehicle-car-687.jpg,146
-2.385226,5.74037,-1.246873,https://i.ibb.co/W5W3QgT/vehicle-car-690.jpg,147
-2.546152,6.756457,-1.04726,https://i.ibb.co/gyW7YgR/vehicle-car-698.jpg,148
-2.746659,6.425344,-1.269251,https://i.ibb.co/PGtDTXY/vehicle-car-767.jpg,149
-1.810863,5.896751,-1.286946,https://i.ibb.co/GCSQ42h/vehicle-car-772.jpg,150
